source_rank,company_name,domain,api_name,requested_contact,field,status,reason,raw_response_path
1,DBS Group,dbs.com,FullEnrich Contact Bulk Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/fullenrich/data/dbs_group.json
1,DBS Group,dbs.com,FullEnrich Contact Bulk Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/fullenrich/data/dbs_group.json
1,DBS Group,dbs.com,FullEnrich Contact Bulk Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/fullenrich/data/dbs_group.json
2,Singapore Telecommunications,singtel.com,FullEnrich Contact Bulk Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/fullenrich/data/singapore_telecommunications.json
2,Singapore Telecommunications,singtel.com,FullEnrich Contact Bulk Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/fullenrich/data/singapore_telecommunications.json
2,Singapore Telecommunications,singtel.com,FullEnrich Contact Bulk Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/fullenrich/data/singapore_telecommunications.json
3,United Overseas Bank,uobgroup.com,FullEnrich Contact Bulk Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/fullenrich/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,FullEnrich Contact Bulk Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/fullenrich/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,FullEnrich Contact Bulk Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/fullenrich/data/united_overseas_bank.json
4,ST Engineering,stengg.com,FullEnrich Contact Bulk Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/fullenrich/data/st_engineering.json
4,ST Engineering,stengg.com,FullEnrich Contact Bulk Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/fullenrich/data/st_engineering.json
4,ST Engineering,stengg.com,FullEnrich Contact Bulk Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,raw/fullenrich/data/st_engineering.json
4,ST Engineering,stengg.com,FullEnrich Contact Bulk Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/fullenrich/data/st_engineering.json
4,ST Engineering,stengg.com,FullEnrich Contact Bulk Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,raw/fullenrich/data/st_engineering.json
4,ST Engineering,stengg.com,FullEnrich Contact Bulk Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,raw/fullenrich/data/st_engineering.json
5,Toyota Motor Corporation,global.toyota,FullEnrich Contact Bulk Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/fullenrich/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,FullEnrich Contact Bulk Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/fullenrich/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,FullEnrich Contact Bulk Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,raw/fullenrich/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,FullEnrich Contact Bulk Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/fullenrich/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,FullEnrich Contact Bulk Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,raw/fullenrich/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,FullEnrich Contact Bulk Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,raw/fullenrich/data/toyota_motor_corporation.json
6,Sony Group Corporation,sony.com,FullEnrich Contact Bulk Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/fullenrich/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,FullEnrich Contact Bulk Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/fullenrich/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,FullEnrich Contact Bulk Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,raw/fullenrich/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,FullEnrich Contact Bulk Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/fullenrich/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,FullEnrich Contact Bulk Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,raw/fullenrich/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,FullEnrich Contact Bulk Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,raw/fullenrich/data/sony_group_corporation.json
7,Samsung Electronics,samsung.com,FullEnrich Contact Bulk Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/fullenrich/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,FullEnrich Contact Bulk Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/fullenrich/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,FullEnrich Contact Bulk Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,raw/fullenrich/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,FullEnrich Contact Bulk Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/fullenrich/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,FullEnrich Contact Bulk Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,raw/fullenrich/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,FullEnrich Contact Bulk Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,raw/fullenrich/data/samsung_electronics.json
8,SK Hynix,skhynix.com,FullEnrich Contact Bulk Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/fullenrich/data/sk_hynix.json
8,SK Hynix,skhynix.com,FullEnrich Contact Bulk Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/fullenrich/data/sk_hynix.json
8,SK Hynix,skhynix.com,FullEnrich Contact Bulk Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,raw/fullenrich/data/sk_hynix.json
8,SK Hynix,skhynix.com,FullEnrich Contact Bulk Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/fullenrich/data/sk_hynix.json
8,SK Hynix,skhynix.com,FullEnrich Contact Bulk Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,raw/fullenrich/data/sk_hynix.json
8,SK Hynix,skhynix.com,FullEnrich Contact Bulk Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,raw/fullenrich/data/sk_hynix.json
9,Infosys,infosys.com,FullEnrich Contact Bulk Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/fullenrich/data/infosys.json
9,Infosys,infosys.com,FullEnrich Contact Bulk Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/fullenrich/data/infosys.json
9,Infosys,infosys.com,FullEnrich Contact Bulk Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,raw/fullenrich/data/infosys.json
9,Infosys,infosys.com,FullEnrich Contact Bulk Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/fullenrich/data/infosys.json
9,Infosys,infosys.com,FullEnrich Contact Bulk Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,raw/fullenrich/data/infosys.json
9,Infosys,infosys.com,FullEnrich Contact Bulk Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,raw/fullenrich/data/infosys.json
10,BHP,bhp.com,FullEnrich Contact Bulk Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/fullenrich/data/bhp.json
10,BHP,bhp.com,FullEnrich Contact Bulk Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/fullenrich/data/bhp.json
10,BHP,bhp.com,FullEnrich Contact Bulk Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,raw/fullenrich/data/bhp.json
10,BHP,bhp.com,FullEnrich Contact Bulk Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/fullenrich/data/bhp.json
10,BHP,bhp.com,FullEnrich Contact Bulk Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,raw/fullenrich/data/bhp.json
10,BHP,bhp.com,FullEnrich Contact Bulk Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,raw/fullenrich/data/bhp.json
1,DBS Group,dbs.com,Prospeo Person Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/prospeo/data/dbs_group__nico_herman.json
1,DBS Group,dbs.com,Prospeo Person Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/prospeo/data/dbs_group__nico_herman.json
2,Singapore Telecommunications,singtel.com,Prospeo Person Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/prospeo/data/singapore_telecommunications__shannon_kok.json
2,Singapore Telecommunications,singtel.com,Prospeo Person Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/prospeo/data/singapore_telecommunications__shannon_kok.json
3,United Overseas Bank,uobgroup.com,Prospeo Person Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/prospeo/data/united_overseas_bank__jianzhuang_zhao.json
3,United Overseas Bank,uobgroup.com,Prospeo Person Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/prospeo/data/united_overseas_bank__jianzhuang_zhao.json
3,United Overseas Bank,uobgroup.com,Prospeo Person Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/prospeo/data/united_overseas_bank__jianzhuang_zhao.json
3,United Overseas Bank,uobgroup.com,Prospeo Person Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,raw/prospeo/data/united_overseas_bank__jianzhuang_zhao.json
4,ST Engineering,stengg.com,Prospeo Person Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,
4,ST Engineering,stengg.com,Prospeo Person Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,
4,ST Engineering,stengg.com,Prospeo Person Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,
4,ST Engineering,stengg.com,Prospeo Person Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,
4,ST Engineering,stengg.com,Prospeo Person Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,
4,ST Engineering,stengg.com,Prospeo Person Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,
5,Toyota Motor Corporation,global.toyota,Prospeo Person Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,
5,Toyota Motor Corporation,global.toyota,Prospeo Person Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,
5,Toyota Motor Corporation,global.toyota,Prospeo Person Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,
5,Toyota Motor Corporation,global.toyota,Prospeo Person Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,
5,Toyota Motor Corporation,global.toyota,Prospeo Person Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,
5,Toyota Motor Corporation,global.toyota,Prospeo Person Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,
6,Sony Group Corporation,sony.com,Prospeo Person Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,
6,Sony Group Corporation,sony.com,Prospeo Person Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,
6,Sony Group Corporation,sony.com,Prospeo Person Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,
6,Sony Group Corporation,sony.com,Prospeo Person Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,
6,Sony Group Corporation,sony.com,Prospeo Person Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,
6,Sony Group Corporation,sony.com,Prospeo Person Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,
7,Samsung Electronics,samsung.com,Prospeo Person Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,
7,Samsung Electronics,samsung.com,Prospeo Person Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,
7,Samsung Electronics,samsung.com,Prospeo Person Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,
7,Samsung Electronics,samsung.com,Prospeo Person Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,
7,Samsung Electronics,samsung.com,Prospeo Person Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,
7,Samsung Electronics,samsung.com,Prospeo Person Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,
8,SK Hynix,skhynix.com,Prospeo Person Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,
8,SK Hynix,skhynix.com,Prospeo Person Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,
8,SK Hynix,skhynix.com,Prospeo Person Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,
8,SK Hynix,skhynix.com,Prospeo Person Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,
8,SK Hynix,skhynix.com,Prospeo Person Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,
8,SK Hynix,skhynix.com,Prospeo Person Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,
9,Infosys,infosys.com,Prospeo Person Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,
9,Infosys,infosys.com,Prospeo Person Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,
9,Infosys,infosys.com,Prospeo Person Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,
9,Infosys,infosys.com,Prospeo Person Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,
9,Infosys,infosys.com,Prospeo Person Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,
9,Infosys,infosys.com,Prospeo Person Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,
10,BHP,bhp.com,Prospeo Person Enrichment API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,
10,BHP,bhp.com,Prospeo Person Enrichment API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,
10,BHP,bhp.com,Prospeo Person Enrichment API,Company level,"Title, seniority, department",Not Available,No title/seniority/department returned in parsed contacts.,
10,BHP,bhp.com,Prospeo Person Enrichment API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,
10,BHP,bhp.com,Prospeo Person Enrichment API,Company level,LinkedIn URL,Not Available,No LinkedIn URL returned in parsed contacts.,
10,BHP,bhp.com,Prospeo Person Enrichment API,Company level,Match rate per requested contact,Not Available,No matched contacts returned.,
1,DBS Group,dbs.com,SignalHire Candidate Search API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/signalhire/data/dbs_group__nico_herman.json
1,DBS Group,dbs.com,SignalHire Candidate Search API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/signalhire/data/dbs_group__nico_herman.json
1,DBS Group,dbs.com,SignalHire Candidate Search API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/signalhire/data/dbs_group__nico_herman.json
2,Singapore Telecommunications,singtel.com,SignalHire Candidate Search API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/signalhire/data/singapore_telecommunications__shannon_kok.json
2,Singapore Telecommunications,singtel.com,SignalHire Candidate Search API,Company level,Direct/mobile phone + confidence,Not Available,No direct/mobile phone returned in parsed contacts or phone enrichment was gated.,raw/signalhire/data/singapore_telecommunications__shannon_kok.json
2,Singapore Telecommunications,singtel.com,SignalHire Candidate Search API,Company level,Reports-to / org-chart hierarchy,Not Available,No reports-to/org-chart hierarchy returned.,raw/signalhire/data/singapore_telecommunications__shannon_kok.json
3,United Overseas Bank,uobgroup.com,SignalHire Candidate Search API,Company level,Verified work email + confidence,Not Available,No verified work email returned in parsed contacts.,raw/signalhire/data/united_overseas_bank__jianzhuang_zhao.json
