source_rank,company_name,domain,field,internal_field,value,source_api,source_field,status,missing_or_unavailable,not_verified,reason,api_gated_column,endpoint_used,raw_response_saved,raw_response_path,credits_used_for_company,credit_evidence
5,Toyota Motor Corporation,global.toyota,Ownership Type,Ownership Type,Public Company,Apollo Organization Enrichment API,"organization.publicly_traded_symbol, organization.publicly_traded_exchange",Derived from API,N,N,Derived from Apollo public listing fields.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,Total Funding Raised,Total Funding Raised,Not Available,Apollo Organization Enrichment API,Not Available,Not Available,Y,N,Field absent in Apollo response.,Y/Not Verified - not returned by Apollo Organization Enrichment; likely requires another provider or paid/enhanced dataset.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
6,Sony Group Corporation,sony.com,Legal Name,Legal Name,Not Verified,Apollo Organization Enrichment API,organization.name,Not Verified,Y,Y,Apollo did not return an explicit legal_name or registered_name field. API name was returned at organization.name.,"Not Verified - Apollo returned display name, not legal_name/registered_name.",GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Website Domain,Website Domain,sony.com,Apollo Organization Enrichment API,organization.primary_domain,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,LinkedIn URL,LinkedIn URL,http://www.linkedin.com/company/sony,Apollo Organization Enrichment API,organization.linkedin_url,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Employee Count,Employee Count,113000,Apollo Organization Enrichment API,organization.estimated_num_employees,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Headcount Growth (1 Year),Headcount Growth (1 Year),0.35%,Apollo Organization Enrichment API,organization.organization_headcount_twelve_month_growth,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Revenue / Revenue Band,Revenue / Revenue Band,82.9B,Apollo Organization Enrichment API,organization.annual_revenue_printed,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Industry,Industry,entertainment,Apollo Organization Enrichment API,organization.industry,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Sub-Industry (NAICS/SIC),Sub Industry,"consumer electronics, computer games, music, information technology & services, computer hardware | NAICS: 334310, 513210, 512250 | SIC: 4833, 2741",Apollo Organization Enrichment API,"organization.secondary_industries, organization.naics_codes, organization.sic_codes",Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Headquarters Location,Headquarters Location,"1-7-1 Konan,, Minato-ku, Tokyo, 108-0075, JP",Apollo Organization Enrichment API,organization.raw_address,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Number of Sites/Locations (Singapore + Global),Number of Sites/Locations,Not Verified,Apollo Organization Enrichment API,organization.retail_location_count,Not Verified,Y,Y,"Apollo returned retail_location_count, but not a verified total site/location count.",Not Verified - Apollo returned retail_location_count only; Singapore + global site total was not available in this endpoint response.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Founded Year,Founded Year,1946,Apollo Organization Enrichment API,organization.founded_year,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Ownership Type,Ownership Type,Public Company,Apollo Organization Enrichment API,"organization.publicly_traded_symbol, organization.publicly_traded_exchange",Derived from API,N,N,Derived from Apollo public listing fields.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Total Funding Raised,Total Funding Raised,Not Available,Apollo Organization Enrichment API,Not Available,Not Available,Y,N,Field absent in Apollo response.,Y/Not Verified - not returned by Apollo Organization Enrichment; likely requires another provider or paid/enhanced dataset.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
7,Samsung Electronics,samsung.com,Legal Name,Legal Name,Not Verified,Apollo Organization Enrichment API,organization.name,Not Verified,Y,Y,Apollo did not return an explicit legal_name or registered_name field. API name was returned at organization.name.,"Not Verified - Apollo returned display name, not legal_name/registered_name.",GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
7,Samsung Electronics,samsung.com,Website Domain,Website Domain,samsung.com,Apollo Organization Enrichment API,organization.primary_domain,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
7,Samsung Electronics,samsung.com,LinkedIn URL,LinkedIn URL,http://www.linkedin.com/company/samsung-electronics,Apollo Organization Enrichment API,organization.linkedin_url,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
7,Samsung Electronics,samsung.com,Employee Count,Employee Count,127000,Apollo Organization Enrichment API,organization.estimated_num_employees,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
7,Samsung Electronics,samsung.com,Headcount Growth (1 Year),Headcount Growth (1 Year),0.50%,Apollo Organization Enrichment API,organization.organization_headcount_twelve_month_growth,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
7,Samsung Electronics,samsung.com,Revenue / Revenue Band,Revenue / Revenue Band,230.1B,Apollo Organization Enrichment API,organization.annual_revenue_printed,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
7,Samsung Electronics,samsung.com,Industry,Industry,electrical/electronic manufacturing,Apollo Organization Enrichment API,organization.industry,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
7,Samsung Electronics,samsung.com,Sub-Industry (NAICS/SIC),Sub Industry,"consumer electronics, consumer goods | NAICS: 33411 | SIC: 3571",Apollo Organization Enrichment API,"organization.secondary_industries, organization.naics_codes, organization.sic_codes",Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
7,Samsung Electronics,samsung.com,Headquarters Location,Headquarters Location,"129 Samsung-ro, Suwon-Si, Gyeonggi-Do 443-742, KR",Apollo Organization Enrichment API,organization.raw_address,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
7,Samsung Electronics,samsung.com,Number of Sites/Locations (Singapore + Global),Number of Sites/Locations,Not Verified,Apollo Organization Enrichment API,organization.retail_location_count,Not Verified,Y,Y,"Apollo returned retail_location_count, but not a verified total site/location count.",Not Verified - Apollo returned retail_location_count only; Singapore + global site total was not available in this endpoint response.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
7,Samsung Electronics,samsung.com,Founded Year,Founded Year,1969,Apollo Organization Enrichment API,organization.founded_year,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
7,Samsung Electronics,samsung.com,Ownership Type,Ownership Type,Public Company,Apollo Organization Enrichment API,"organization.publicly_traded_symbol, organization.publicly_traded_exchange",Derived from API,N,N,Derived from Apollo public listing fields.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
7,Samsung Electronics,samsung.com,Total Funding Raised,Total Funding Raised,Not Available,Apollo Organization Enrichment API,Not Available,Not Available,Y,N,Field absent in Apollo response.,Y/Not Verified - not returned by Apollo Organization Enrichment; likely requires another provider or paid/enhanced dataset.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\samsung_electronics.json,1,api/v1/organizations/enrich.day.consumed: 37 -> 38
8,SK Hynix,skhynix.com,Legal Name,Legal Name,Not Verified,Apollo Organization Enrichment API,organization.name,Not Verified,Y,Y,Apollo did not return an explicit legal_name or registered_name field. API name was returned at organization.name.,"Not Verified - Apollo returned display name, not legal_name/registered_name.",GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
8,SK Hynix,skhynix.com,Website Domain,Website Domain,skhynix.com,Apollo Organization Enrichment API,organization.primary_domain,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
8,SK Hynix,skhynix.com,LinkedIn URL,LinkedIn URL,http://www.linkedin.com/company/sk-hynix,Apollo Organization Enrichment API,organization.linkedin_url,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
8,SK Hynix,skhynix.com,Employee Count,Employee Count,32000,Apollo Organization Enrichment API,organization.estimated_num_employees,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
8,SK Hynix,skhynix.com,Headcount Growth (1 Year),Headcount Growth (1 Year),1.24%,Apollo Organization Enrichment API,organization.organization_headcount_twelve_month_growth,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
8,SK Hynix,skhynix.com,Revenue / Revenue Band,Revenue / Revenue Band,67B,Apollo Organization Enrichment API,organization.annual_revenue_printed,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
8,SK Hynix,skhynix.com,Industry,Industry,semiconductors,Apollo Organization Enrichment API,organization.industry,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
8,SK Hynix,skhynix.com,Sub-Industry (NAICS/SIC),Sub Industry,"semiconductors | NAICS: 33411, 334413 | SIC: 3674",Apollo Organization Enrichment API,"organization.industries, organization.naics_codes, organization.sic_codes",Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
8,SK Hynix,skhynix.com,Headquarters Location,Headquarters Location,"2091, Gyeongchung-daero, Icheon-si, Gyeonggido, South Korea, 467701",Apollo Organization Enrichment API,organization.raw_address,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
8,SK Hynix,skhynix.com,Number of Sites/Locations (Singapore + Global),Number of Sites/Locations,Not Verified,Apollo Organization Enrichment API,organization.retail_location_count,Not Verified,Y,Y,"Apollo returned retail_location_count, but not a verified total site/location count.",Not Verified - Apollo returned retail_location_count only; Singapore + global site total was not available in this endpoint response.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
8,SK Hynix,skhynix.com,Founded Year,Founded Year,1983,Apollo Organization Enrichment API,organization.founded_year,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
8,SK Hynix,skhynix.com,Ownership Type,Ownership Type,Public Company,Apollo Organization Enrichment API,"organization.publicly_traded_symbol, organization.publicly_traded_exchange",Derived from API,N,N,Derived from Apollo public listing fields.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
8,SK Hynix,skhynix.com,Total Funding Raised,Total Funding Raised,Not Available,Apollo Organization Enrichment API,Not Available,Not Available,Y,N,Field absent in Apollo response.,Y/Not Verified - not returned by Apollo Organization Enrichment; likely requires another provider or paid/enhanced dataset.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sk_hynix.json,1,api/v1/organizations/enrich.day.consumed: 38 -> 39
9,Infosys,infosys.com,Legal Name,Legal Name,Not Verified,Apollo Organization Enrichment API,organization.name,Not Verified,Y,Y,Apollo did not return an explicit legal_name or registered_name field. API name was returned at organization.name.,"Not Verified - Apollo returned display name, not legal_name/registered_name.",GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
9,Infosys,infosys.com,Website Domain,Website Domain,infosys.com,Apollo Organization Enrichment API,organization.primary_domain,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
9,Infosys,infosys.com,LinkedIn URL,LinkedIn URL,http://www.linkedin.com/company/infosys,Apollo Organization Enrichment API,organization.linkedin_url,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
9,Infosys,infosys.com,Employee Count,Employee Count,300000,Apollo Organization Enrichment API,organization.estimated_num_employees,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
9,Infosys,infosys.com,Headcount Growth (1 Year),Headcount Growth (1 Year),1.30%,Apollo Organization Enrichment API,organization.organization_headcount_twelve_month_growth,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
9,Infosys,infosys.com,Revenue / Revenue Band,Revenue / Revenue Band,20.2B,Apollo Organization Enrichment API,organization.annual_revenue_printed,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
9,Infosys,infosys.com,Industry,Industry,information technology & services,Apollo Organization Enrichment API,organization.industry,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
9,Infosys,infosys.com,Sub-Industry (NAICS/SIC),Sub Industry,"management consulting | NAICS: 541512, 541611 | SIC: 7375, 7373, 8742",Apollo Organization Enrichment API,"organization.secondary_industries, organization.naics_codes, organization.sic_codes",Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
9,Infosys,infosys.com,Headquarters Location,Headquarters Location,"Plot No. 44/97 A, 3rd cross, Hosur Road, Bangalore, Karnataka, India, 560100",Apollo Organization Enrichment API,organization.raw_address,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
9,Infosys,infosys.com,Number of Sites/Locations (Singapore + Global),Number of Sites/Locations,Not Verified,Apollo Organization Enrichment API,organization.retail_location_count,Not Verified,Y,Y,"Apollo returned retail_location_count, but not a verified total site/location count.",Not Verified - Apollo returned retail_location_count only; Singapore + global site total was not available in this endpoint response.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
9,Infosys,infosys.com,Founded Year,Founded Year,1981,Apollo Organization Enrichment API,organization.founded_year,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
9,Infosys,infosys.com,Ownership Type,Ownership Type,Public Company,Apollo Organization Enrichment API,"organization.publicly_traded_symbol, organization.publicly_traded_exchange",Derived from API,N,N,Derived from Apollo public listing fields.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
9,Infosys,infosys.com,Total Funding Raised,Total Funding Raised,Not Available,Apollo Organization Enrichment API,Not Available,Not Available,Y,N,Field absent in Apollo response.,Y/Not Verified - not returned by Apollo Organization Enrichment; likely requires another provider or paid/enhanced dataset.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\infosys.json,1,api/v1/organizations/enrich.day.consumed: 39 -> 40
10,BHP,bhp.com,Legal Name,Legal Name,Not Verified,Apollo Organization Enrichment API,organization.name,Not Verified,Y,Y,Apollo did not return an explicit legal_name or registered_name field. API name was returned at organization.name.,"Not Verified - Apollo returned display name, not legal_name/registered_name.",GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
10,BHP,bhp.com,Website Domain,Website Domain,bhp.com,Apollo Organization Enrichment API,organization.primary_domain,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
10,BHP,bhp.com,LinkedIn URL,LinkedIn URL,http://www.linkedin.com/company/bhp,Apollo Organization Enrichment API,organization.linkedin_url,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
10,BHP,bhp.com,Employee Count,Employee Count,39000,Apollo Organization Enrichment API,organization.estimated_num_employees,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
10,BHP,bhp.com,Headcount Growth (1 Year),Headcount Growth (1 Year),0.70%,Apollo Organization Enrichment API,organization.organization_headcount_twelve_month_growth,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
10,BHP,bhp.com,Revenue / Revenue Band,Revenue / Revenue Band,51.3B,Apollo Organization Enrichment API,organization.annual_revenue_printed,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
10,BHP,bhp.com,Industry,Industry,mining & metals,Apollo Organization Enrichment API,organization.industry,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
10,BHP,bhp.com,Sub-Industry (NAICS/SIC),Sub Industry,"oil & energy | NAICS: 21221, 2121, 2123 | SIC: 1031, 10, 12, 14",Apollo Organization Enrichment API,"organization.secondary_industries, organization.naics_codes, organization.sic_codes",Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
10,BHP,bhp.com,Headquarters Location,Headquarters Location,"171 Collins Street, Melbourne, Victoria 3000, AU",Apollo Organization Enrichment API,organization.raw_address,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
10,BHP,bhp.com,Number of Sites/Locations (Singapore + Global),Number of Sites/Locations,Not Verified,Apollo Organization Enrichment API,organization.retail_location_count,Not Verified,Y,Y,"Apollo returned retail_location_count, but not a verified total site/location count.",Not Verified - Apollo returned retail_location_count only; Singapore + global site total was not available in this endpoint response.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
10,BHP,bhp.com,Founded Year,Founded Year,1851,Apollo Organization Enrichment API,organization.founded_year,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
10,BHP,bhp.com,Ownership Type,Ownership Type,Public Company,Apollo Organization Enrichment API,"organization.publicly_traded_symbol, organization.publicly_traded_exchange",Derived from API,N,N,Derived from Apollo public listing fields.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
10,BHP,bhp.com,Total Funding Raised,Total Funding Raised,Not Available,Apollo Organization Enrichment API,Not Available,Not Available,Y,N,Field absent in Apollo response.,Y/Not Verified - not returned by Apollo Organization Enrichment; likely requires another provider or paid/enhanced dataset.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\bhp.json,1,api/v1/organizations/enrich.day.consumed: 40 -> 41
